a87,l1,0
a87,l0,0
a87,l2,0
a96,l1,0
a96,l0,0
a96,l2,0
a97,l1,0
a97,l0,0
a97,l2,0
a98,l1,0
a98,l0,0
a98,l2,0
a83,l1,0
a83,l0,0
a83,l2,0
a84,l1,0
a84,l0,0
a84,l2,0
a85,l1,0
a85,l0,0
a85,l2,0
a90,l1,0
a90,l0,0
a90,l2,0
a91,l1,0
a91,l0,0
a91,l2,0
a92,l1,0
a92,l0,0
a92,l2,0
a88,l1,1
a88,l0,1
a88,l2,1
a89,l1,1
a89,l0,1
a89,l2,1
a82,l1,1
a82,l0,1
a82,l2,1
a13,l1,1
a13,l0,1
a13,l2,1
a14,l1,1
a14,l0,1
a14,l2,1
a15,l1,1
a15,l0,1
a15,l2,1
a16,l1,1
a16,l0,1
a16,l2,1
a17,l1,1
a17,l0,1
a17,l2,1
a10,l1,1
a10,l0,1
a10,l2,1
a03,l1,1
a03,l0,1
a03,l2,1
a04,l1,2
a04,l0,2
a04,l2,2
a05,l1,2
a05,l0,2
a05,l2,2
a06,l1,2
a06,l0,2
a06,l2,2
a07,l1,2
a07,l0,2
a07,l2,2
a08,l1,2
a08,l0,2
a08,l2,2
a09,l1,2
a09,l0,2
a09,l2,2
a02,l1,2
a02,l0,2
a02,l2,2
a00,l1,2
a00,l0,2
a00,l2,2
a01,l1,2
a01,l0,2
a01,l2,2
a86,l1,2
a86,l0,2
a86,l2,2
a61,l1,3
a61,l0,3
a61,l2,3
a62,l1,3
a62,l0,3
a62,l2,3
a63,l1,3
a63,l0,3
a63,l2,3
a64,l1,3
a64,l0,3
a64,l2,3
a65,l1,3
a65,l0,3
a65,l2,3
a58,l1,3
a58,l0,3
a58,l2,3
a51,l1,3
a51,l0,3
a51,l2,3
a93,l1,3
a93,l0,3
a93,l2,3
a94,l1,3
a94,l0,3
a94,l2,3
a95,l1,3
a95,l0,3
a95,l2,3
a99,l1,4
a99,l0,4
a99,l2,4
a74,l1,4
a74,l0,4
a74,l2,4
a75,l1,4
a75,l0,4
a75,l2,4
a78,l1,4
a78,l0,4
a78,l2,4
a79,l1,4
a79,l0,4
a79,l2,4
a52,l1,4
a52,l0,4
a52,l2,4
a53,l1,4
a53,l0,4
a53,l2,4
a54,l1,4
a54,l0,4
a54,l2,4
a55,l1,4
a55,l0,4
a55,l2,4
a56,l1,4
a56,l0,4
a56,l2,4
a57,l1,5
a57,l0,5
a57,l2,5
a50,l1,5
a50,l0,5
a50,l2,5
a43,l1,5
a43,l0,5
a43,l2,5
a44,l1,5
a44,l0,5
a44,l2,5
a45,l1,5
a45,l0,5
a45,l2,5
a46,l1,5
a46,l0,5
a46,l2,5
a47,l1,5
a47,l0,5
a47,l2,5
a48,l1,5
a48,l0,5
a48,l2,5
a49,l1,5
a49,l0,5
a49,l2,5
a42,l1,5
a42,l0,5
a42,l2,5
a35,l1,6
a35,l0,6
a35,l2,6
a36,l1,6
a36,l0,6
a36,l2,6
a37,l1,6
a37,l0,6
a37,l2,6
a38,l1,6
a38,l0,6
a38,l2,6
a39,l1,6
a39,l0,6
a39,l2,6
a40,l1,6
a40,l0,6
a40,l2,6
a80,l1,6
a80,l0,6
a80,l2,6
a81,l1,6
a81,l0,6
a81,l2,6
a76,l1,6
a76,l0,6
a76,l2,6
a77,l1,6
a77,l0,6
a77,l2,6
a41,l1,7
a41,l0,7
a41,l2,7
a34,l1,7
a34,l0,7
a34,l2,7
a27,l1,7
a27,l0,7
a27,l2,7
a28,l1,7
a28,l0,7
a28,l2,7
a29,l1,7
a29,l0,7
a29,l2,7
a30,l1,7
a30,l0,7
a30,l2,7
a31,l1,7
a31,l0,7
a31,l2,7
a32,l1,7
a32,l0,7
a32,l2,7
a33,l1,7
a33,l0,7
a33,l2,7
a26,l1,7
a26,l0,7
a26,l2,7
a19,l1,8
a19,l0,8
a19,l2,8
a20,l1,8
a20,l0,8
a20,l2,8
a21,l1,8
a21,l0,8
a21,l2,8
a22,l1,8
a22,l0,8
a22,l2,8
a23,l1,8
a23,l0,8
a23,l2,8
a25,l1,8
a25,l0,8
a25,l2,8
a18,l1,8
a18,l0,8
a18,l2,8
a24,l1,8
a24,l0,8
a24,l2,8
a11,l1,8
a11,l0,8
a11,l2,8
a12,l1,8
a12,l0,8
a12,l2,8
a67,l1,9
a67,l0,9
a67,l2,9
a68,l1,9
a68,l0,9
a68,l2,9
a69,l1,9
a69,l0,9
a69,l2,9
a70,l1,9
a70,l0,9
a70,l2,9
a71,l1,9
a71,l0,9
a71,l2,9
a72,l1,9
a72,l0,9
a72,l2,9
a73,l1,9
a73,l0,9
a73,l2,9
a66,l1,9
a66,l0,9
a66,l2,9
a59,l1,9
a59,l0,9
a59,l2,9
a60,l1,9
a60,l0,9
a60,l2,9
