1,68,66
1,69,61
1,69,67
1,70,65
1,70,66
1,70,68
1,41,41
1,43,41
1,43,43
1,44,41
1,44,42
1,44,43
1,44,44
1,45,42
1,45,44
1,45,45
1,46,45
1,47,43
1,47,44
1,47,46
1,47,47
1,48,41
1,48,44
1,48,45
1,49,42
1,49,46
1,49,48
1,49,49
1,50,41
1,50,42
1,50,43
1,50,44
1,50,45
1,50,46
1,50,48
1,50,49
1,2,70
1,4,49
1,65,47
1,10,10
1,61,61
1,62,61
1,63,62
1,63,63
1,64,61
1,64,63
1,64,64
1,65,62
1,65,65
1,66,62
1,66,66
1,67,62
1,67,63
1,67,65
1,67,66
1,67,67
1,68,62
1,68,63
1,68,64
1,68,65
1,2,2
1,3,3
1,4,1
1,4,4
1,5,2
1,6,1
1,6,4
1,6,6
1,7,1
1,7,2
1,7,3
1,7,4
1,7,5
1,8,2
1,8,4
1,8,6
1,9,1
1,9,4
1,9,5
1,9,6
1,9,8
1,10,1
1,10,4
1,10,5
1,10,6
1,10,7
1,10,9
2,24,23
2,25,23
2,25,24
2,25,25
2,26,21
2,26,22
2,26,25
2,27,21
2,27,24
2,28,21
2,28,24
2,28,26
2,28,27
2,29,24
2,29,25
2,29,26
2,29,28
2,29,29
2,30,21
2,30,23
2,30,25
2,30,26
2,30,27
2,30,29
2,70,63
2,70,65
2,70,66
2,70,67
2,70,68
2,70,70
2,43,42
2,43,43
2,44,43
2,45,43
2,45,45
2,46,41
2,46,42
2,46,43
2,46,44
2,46,45
2,46,46
2,47,41
2,47,42
2,47,45
2,47,46
2,47,47
2,48,42
2,48,43
2,48,46
2,49,42
2,49,48
2,50,41
2,50,42
2,50,43
2,50,46
2,50,50
2,35,70
2,23,21
2,40,24
2,40,32
2,40,34
2,40,38
2,61,61
2,62,62
2,63,62
2,64,62
2,65,61
2,65,63
2,66,61
2,66,63
2,66,66
2,67,62
2,67,63
2,67,64
2,67,67
2,68,64
2,68,66
2,69,62
2,69,63
2,69,65
2,69,68
2,70,61
2,31,23
2,31,24
2,31,28
2,31,30
2,32,21
2,32,24
2,32,25
2,32,26
2,32,31
2,32,32
2,33,21
2,33,22
2,33,25
2,33,28
2,33,31
2,33,33
2,34,25
2,34,26
2,34,28
2,34,30
2,34,32
2,34,33
2,35,24
2,35,25
2,35,26
2,35,31
2,35,35
2,36,21
2,34,61
2,32,70
2,28,47
2,27,48
2,34,46
2,67,50
2,36,23
2,36,25
2,36,26
2,36,27
2,36,34
2,36,35
2,37,21
2,37,25
2,37,31
2,37,33
2,37,34
2,37,35
2,37,36
2,38,22
2,38,25
2,38,28
2,38,32
2,38,37
2,39,22
2,39,23
2,39,25
2,39,28
2,39,29
2,39,30
2,39,33
2,39,36
2,39,38
2,39,39
2,40,21
3,10,8
3,10,10
3,10,9
3,11,11
3,12,8
3,12,9
3,12,12
3,13,9
3,9,6
3,9,8
3,9,9
3,10,1
3,10,3
3,10,5
3,4,4
3,5,2
3,5,4
3,6,1
3,6,2
3,6,3
3,7,1
3,7,3
3,7,6
3,45,45
3,46,42
3,46,43
3,46,46
3,47,42
3,47,44
3,47,45
3,48,45
3,48,47
3,48,48
3,49,42
3,49,45
3,49,48
3,50,43
3,50,44
3,50,45
3,50,46
3,7,7
3,8,1
3,8,3
3,8,4
3,8,5
3,8,6
3,15,14
3,16,10
3,16,11
3,16,12
3,17,8
3,17,10
3,17,11
3,17,12
3,17,14
3,17,15
3,17,17
3,13,10
3,14,8
3,14,11
3,14,12
3,14,13
3,15,8
3,15,9
3,15,10
3,15,12
3,15,13
3,3,1
3,26,22
3,26,24
3,26,25
3,26,26
3,27,16
3,27,17
3,27,19
3,27,20
3,27,21
3,27,23
3,27,25
3,27,26
3,28,18
3,30,22
3,30,25
3,30,26
3,30,27
3,30,30
3,41,41
3,42,41
3,42,42
3,43,41
3,43,43
3,44,42
3,44,44
3,45,41
3,45,43
3,45,44
3,50,47
3,50,49
3,2,22
3,3,28
3,10,50
3,11,30
3,17,16
3,11,45
3,28,48
3,28,41
3,23,19
3,23,22
3,24,16
3,24,18
3,24,19
3,24,24
3,25,20
3,25,21
3,25,23
3,25,24
3,26,17
3,26,19
3,26,20
3,3,3
3,4,2
3,18,17
3,19,16
3,19,18
3,20,18
3,20,20
3,21,16
3,21,21
3,22,16
3,22,18
3,22,21
3,28,20
3,28,21
3,28,27
3,29,17
3,29,18
3,29,19
3,29,20
3,29,22
3,29,23
3,29,27
3,30,17
3,30,18
3,30,20
3,30,21
3,8,7
3,8,8
3,9,1
3,9,4
3,9,5
